name,Regression_Owner
cdp.stargate.domain_awareness.ring_fixer_tests.test_ring_fixer.RingFixerTests.test_da_ring_fixer___auto_rack_aware,Suryaprabha
cdp.stargate.domain_awareness.ring_fixer_tests.test_ring_fixer.RingFixerTests.test_da_ring_fixer___auto_block_aware,Suryaprabha
cdp.stargate.domain_awareness.test_strict_domain_enforcement.StrictDomainEnforcementTest.test_strict_domain_enforcement___block_aware,Suryaprabha
cdp.stargate.domain_awareness.test_replica_placement.ReplicaPlacementTest.test_replica_placement___rack_aware,Suryaprabha
cdp.stargate.domain_awareness.test_ring_node_balance_change.RingNodeBalanceChangeTest.test_ring_node_balance_change___rack_aware,Suryaprabha
cdp.stargate.domain_awareness.test_ring_node_balance_change.RingNodeBalanceChangeTest.test_ring_node_balance_change___block_aware,Suryaprabha
cdp.stargate.domain_awareness.test_replica_placement.ReplicaPlacementTest.test_replica_placement___rack_aware_aes,Suryaprabha
cdp.stargate.domain_awareness.test_replica_placement.ReplicaPlacementTest.test_replica_placement___block_aware_aes,Suryaprabha
cdp.stargate.domain_awareness.test_oplog_draining.OplogDrainingTest.test_oplog_draining___rack_aware,Suryaprabha
cdp.stargate.domain_awareness.test_oplog_draining.OplogDrainingTest.test_oplog_draining___block_aware,Suryaprabha
cdp.stargate.domain_awareness.test_da.DATest.test_da_random_failures___rack_aware_rf3,Suryaprabha
cdp.stargate.domain_awareness.test_da.DATest.test_da_random_failures___rack_aware,Suryaprabha
cdp.stargate.domain_awareness.test_da.DATest.test_da_random_failures___block_aware_rf3,Suryaprabha
cdp.stargate.domain_awareness.test_da.DATest.test_da_random_failures___block_aware,Suryaprabha
cdp.stargate.domain_awareness.test_da.DATest.test_da_enable_da_with_existing_data___rack_aware,Suryaprabha
mantle.lkm.test_restart.TestLKM.test_genesis_restart,Sudharshan
cdp.stargate.power_cycling.test_io_integrity_power_cycling.PowerCyclingIOIntegrityTest.test_io_integrity___node_power_cycle,Sudharshan
cdp.curator.goldsuite.test_curator_gold_suite.CuratorGoldSuiteTest.test_gold___basic_rf3,Sudharshan
cdp.stargate.power_cycling.test_io_integrity_power_cycling.PowerCyclingIOIntegrityTest~~~NVMe-TCP.test_io_integrity___node_power_cycle,Sudharshan
cdp.stargate.vmotion.test_vmotion.VmotionIOIntegrityTest~~~NVMe-TCP.test_mixed_snapshot___ei,Sudharshan
cdp.stargate.abs.test_abs_scale_io_integrity.ABSScaleIOIntegrityTest~~~NVMe-TCP.test_scale_io_integrity,Sudharshan
cdp.stargate.vmotion.test_vmotion.VmotionIOIntegrityTest.test_mixed_snapshot___ei,Sudharshan
cdp.stargate.power_cycling.test_io_integrity_power_cycling.PowerCyclingIOIntegrityTest~~~Blockstore_SPDK.test_io_integrity___node_power_cycle,Sudharshan
cdp.curator.precommit.test_curator_basics.CuratorBasicTest.test_curator_basic_functionality___delayed_compression,Sudharshan
cdp.curator.goldsuite.test_curator_gold_suite.CuratorGoldSuiteTest.test_gold___node_removal_add,Sudharshan
cdp.curator.goldsuite.test_curator_gold_suite.CuratorGoldSuiteTest.test_gold___node_offline,Sudharshan
cdp.stargate.oplog.corrupt_episodes.test_oplog_episode_corrupt.CorruptOplogEpisodesTest.test_oplog_episodes___truncate_metadata,Sudharshan
cdp.stargate.oplog.corrupt_episodes.test_oplog_episode_corrupt.CorruptOplogEpisodesTest.test_oplog_episodes___truncate_data,Sudharshan
cdp.stargate.oplog.corrupt_episodes.test_oplog_episode_corrupt.CorruptOplogEpisodesTest.test_oplog_episodes___corrupt_metadata,Sudharshan
cdp.stargate.oplog.corrupt_episodes.test_oplog_episode_corrupt.CorruptOplogEpisodesTest.test_oplog_episodes___corrupt_data,Sudharshan
cdp.stargate.flash_mode.entity_level_tests.test_container_properties.ContainerPropertiesTests.test_container___vm,Sudharshan
cdp.stargate.flash_mode.entity_level_tests.test_container_properties.ContainerPropertiesTests.test_container___vg,Sudharshan
mantle.test_convert_kms_vm.TestMantle.test_lkm_ekm,Sudharshan
mantle.test_infra.TestMantle.test_backup,Sudharshan
mantle.test_cluster_ops.TestMantle.test_mantle_restart,Sudharshan
mantle.test_cluster_ops.TestMantle.test_genesis_restart,Sudharshan
mantle.test_cluster_ops.TestMantle.test_cluster_restart,Sudharshan
mantle.test_basic.TestMantle.test_mantle_store_local_other_node,Sudharshan
mantle.test_basic.TestMantle.test_mantle_store_remote,Sudharshan
mantle.lkm.test_threshold.TestLKM.test_lt_t_no_reboot,Sudharshan
mantle.lkm.test_threshold.TestLKM.test_lt_t,Sudharshan
mantle.lkm.test_threshold.TestLKM.test_gt_t,Sudharshan
mantle.lkm.test_threshold.TestLKM.test_eq_t,Sudharshan
mantle.lkm.test_stress.TestLKM.test_writes,Sudharshan
mantle.lkm.test_stress.TestLKM.test_rotate_mk,Sudharshan
mantle.lkm.test_stress.TestLKM.test_reads,Sudharshan
mantle.lkm.test_sanity.TestLKM.test_write_fetch,Sudharshan
mantle.lkm.test_sanity.TestLKM.test_rekey,Sudharshan
mantle.lkm.test_sanity.TestLKM.test_fetch_diff_node,Sudharshan
mantle.lkm.test_restart.TestLKM.test_pithos_restart,Sudharshan
mantle.lkm.test_infra.TestLKM.test_rm_node,Sudharshan
cdp.recycle_bin.ttl_space_pressure.test_auto_deletions.RecycleBinAutoDelete.test_ttl_expiry_auto_delete,Sudharshan
cdp.recycle_bin.ttl_space_pressure.test_auto_deletions.RecycleBinAutoDelete.test_deletions_under_space_pressure,Sudharshan
cdp.recycle_bin.io_integrity.test_rb_with_iointegrity.RecycleBinIntegrityTest.test_rb_with_io_integrity___snapshot_with_ei,Sudharshan
cdp.recycle_bin.data_transformations.test_rb_with_encr_ec_comp.RecycleBinInteraction.test_recycle_bin,Sudharshan
cdp.stargate.mixed_io_integrity.test_mixed.TestMixed~~~RF1_Support.test_mixed_snapshot___ei,Sudharshan
cdp.stargate.mixed_io_integrity.test_mixed.TestMixed~~~RF1_Support.test_mixed_network_ei,Sudharshan
cdp.stargate.encryption.test_io_integrity_dedup_compression_snapshot_encryption.DedupCompressionSnapshotEncryptionIOIntegrityTest.test_encryption_io_integrity_with_rekey_ei___ekm,Sudharshan
cdp.stargate.encryption.test_smallfiles_encryption.SmallFilesEncryptionVerificationTest.test_smallfiles_encryption_verify_stats,Sudharshan
cdp.stargate.encryption.test_io_integrity_dedup_compression_snapshot_encryption.DedupCompressionSnapshotEncryptionIOIntegrityTest.test_encryption_io_integrity_with_node_remove_add,Sudharshan
cdp.stargate.encryption.test_io_integrity_dedup_compression_snapshot_encryption.DedupCompressionSnapshotEncryptionIOIntegrityTest.test_encryption_io_integrity_with_node_remove_add___ekm,Sudharshan
cdp.stargate.vmotion.test_vmotion.VmotionIOIntegrityTest~~~Encryption.test_mixed_snapshot___ei,Sudharshan
cdp.stargate.vmotion.test_vmotion.VmotionIOIntegrityTest~~~Encryption.test_mixed_snapshot,Sudharshan
cdp.stargate.vmotion.test_vmotion.VmotionIOIntegrityTest~~~Encryption.test_mixed___ei,Sudharshan
cdp.stargate.vmotion.test_vmotion.VmotionIOIntegrityTest~~~Encryption.test_ei,Sudharshan
cdp.stargate.vmotion.test_vmotion.VmotionIOIntegrityTest~~~AES_Brownfield.test_mixed_snapshot___ei_ec,Sudharshan
cdp.stargate.vmotion.test_vmotion.VmotionIOIntegrityTest~~~AES_Brownfield.test_mixed_snapshot,Sudharshan
cdp.stargate.power_cycling.test_io_integrity_power_cycling.PowerCyclingIOIntegrityTest~~~AES_Brownfield.test_io_integrity___node_power_cycle,Sudharshan
cdp.stargate.aes.brownfield.test_aes_brownfield.AESBrownfield.test_aes_brownfield___vdisk_migration,Sudharshan
cdp.stargate.enforceftc.test_ftc_change.FTCChange.test_rf_change,Sudharshan
cdp.stargate.enforceftc.test_enforceftc_io.FtcEnforcementIo.test_atfullcapacity_oplog,Sudharshan
cdp.stargate.vmotion.test_vmotion.VmotionIOIntegrityTest~~~Blockstore_SPDK.test_mixed___ei,Sudharshan
cdp.stargate.power_cycling.test_io_integrity_power_cycling.PowerCyclingIOIntegrityTest~~~Blockstore_SPDK.test_io_integrity___svm_power_cycle,Sudharshan
cdp.stargate.vdiskmigration.test_vdiskmigrate.VdiskMigrationTest.test_vdisk_migrate___ops,Sudharshan
cdp.stargate.vdiskmigration.test_vdiskmigrate.VdiskMigrationTest.test_vdisk_migrate___dedup_compression_ec,Sudharshan
cdp.curator.vdiskpp.test_vdisk_plus_plus.VdiskPP.test_vdiskpp___delete_vdisk_scalability,Sudharshan
cdp.curator.vdiskpp.test_vdisk_plus_plus.VdiskPP.test_vdiskpp,Sudharshan
cdp.stargate.abs.test_shared_vg_abs_io_integrity.ABSSharedVGTest.test_shared_vg_io_integrity___remove_add_node,Sudharshan
cdp.stargate.mixed_io_integrity.test_mixed.TestMixed~~~Fg_Task_ErrorInjector.test_mixed_snapshot,Sudharshan
cdp.stargate.oplog.test_oplog_disk_size.OplogDiskSizeTest.test_stargate_crash_oplog_full,Sudharshan
cdp.stargate.oplog.test_oplog_disk_size.OplogDiskSizeTest.test_add_disk,Sudharshan
cdp.counter.test_io_integrity_counters.CountersIOIntegrityTest.test_io_integrity___counters_svm_cycle,Sudharshan
cdp.counter.test_io_integrity_counters.CountersIOIntegrityTest.test_io_integrity___counters_ei,Sudharshan
cdp.counter.test_io_integrity_counters.CountersIOIntegrityTest.test_io_integrity___counters_cli,Sudharshan
cdp.counter.test_io_integrity_counters.CountersIOIntegrityTest.test_io_integrity___counters,Sudharshan
cdp.stargate.vmotion.test_vmotion.VmotionIOIntegrityTest.test_mixed_snapshot___ec,Sudharshan
cdp.stargate.power_cycling.test_io_integrity_power_cycling.PowerCyclingIOIntegrityTest.test_io_integrity___svm_cycle_mixed,Sudharshan
cdp.stargate.mixed_io_integrity.test_mixed.TestMixed.test_mixed,Sudharshan
cdp.stargate.mixed_io_integrity.test_mixed.TestMixed.test_mixed_network_ei,Sudharshan
cdp.stargate.compression.test_compression.TestCompression.test_compression_saving___randomIO,Sudharshan
cdp.stargate.compression.test_compression.TestCompression.test_compression_saving___post_process_compression,Sudharshan
cdp.stargate.compression.test_compression.TestCompression.test_compression_saving___mixed_variations,Sudharshan
cdp.stargate.compression.test_compression.TestCompression.test_compression_saving___inline_compression,Sudharshan
cdp.stargate.vmotion.test_vmotion.VmotionIOIntegrityTest.test_mixed_snapshot,Sudharshan
cdp.stargate.vmotion.test_vmotion.VmotionIOIntegrityTest.test_mixed___ei,Sudharshan
cdp.curator.goldsuite.test_curator_gold_suite.CuratorGoldSuiteTest.test_gold___garbage_collection_with_peg,Sudharshan
cdp.recycle_bin.io_integrity.test_rb_with_iointegrity.RecycleBinIntegrityTest.test_rb_with_io_integrity___with_snapshot,Sudharshan
cdp.stargate.mixed_io_integrity.test_mixed.TestMixed~~~AES.test_mixed_network_ei,Sudharshan
cdp.curator.goldsuite.test_curator_gold_suite.CuratorGoldSuiteTest.test_gold___node_disk_rebuild_eta_ei,Sudharshan
cdp.stargate.power_cycling.test_io_integrity_power_cycling.PowerCyclingIOIntegrityTest~~~RF1_Support.test_io_integrity___node_power_cycle,Sudharshan
mantle.test_convert_kms_vm.TestMantle.test_ekm_lkm,Sudharshan
cdp.curator.goldsuite_iointegrity.test_goldsuite.CuratorGoldSuiteTest~~~RF1_Support.test_gold___disk_diagnostic_failure,Sudharshan
cdp.curator.goldsuite_iointegrity.test_goldsuite.CuratorGoldSuiteTest~~~RF1_Support.test_gold___disk_bad,Sudharshan
cdp.stargate.mixed_io_integrity.test_mixed.TestMixed~~~AES_Brownfield.test_mixed_network_ei,Sudharshan
cdp.stargate.power_cycling.test_io_integrity_power_cycling.PowerCyclingIOIntegrityTest.test_io_integrity___svm_system_crash,Sudharshan
mantle.test_cluster_ops.TestMantle.test_cvm_reboot,Sudharshan
cdp.recycle_bin.delete_restore.ahv.test_delete_restore_vm.AHVRecycleBin.test_delete_restore_vm,Sudharshan
cdp.stargate.vmotion.test_vmotion.VmotionIOIntegrityTest~~~AES.test_mixed_snapshot___ei_ec,Sudharshan
cdp.stargate.aes.brownfield.test_aes_brownfield.AESBrownfield.test_aes_brownfield___encryption,Sudharshan
cdp.stargate.aes.brownfield.test_aes_brownfield.AESBrownfield.test_aes_brownfield___conversionOP_EI_with_AIO_delay,Sudharshan
cdp.stargate.aes.brownfield.test_aes_brownfield.AESBrownfield.test_aes_brownfield___Disk_ADD_REMOVE,Sudharshan
cdp.stargate.enforceftc.test_ftc_change.FTCChange.test_entity_removal,Sudharshan
cdp.curator.goldsuite.test_curator_gold_suite.CuratorGoldSuiteTest.test_gold___garbage_collection_only,Sudharshan
cdp.stargate.vmotion.test_vmotion.VmotionIOIntegrityTest.test_mixed_snapshot___ei_ec,Sudharshan
cdp.stargate.mixed_io_integrity.test_mixed.TestMixed.test_mixed_snapshot___ei,Sudharshan
cdp.stargate.mixed_io_integrity.test_mixed.TestMixed.test_mixed___ei,Sudharshan
cdp.stargate.abs.test_abs_scale_io_integrity.ABSScaleIOIntegrityTest.test_scale_io_integrity,Sudharshan
cdp.stargate.oplog_replication_index.test_oplog_replication_index_iointegrity.TestOplogIndexIntegrity.test_oplog_replication_integrity___ei,Sudharshan
cdp.stargate.abs.test_shared_vg_abs_io_integrity.ABSSharedVGTest~~~ABS_Segmentation_multiple_dsip.test_shared_vg_io_integrity___remove_add_node,Sudharshan
cdp.stargate.abs.test_shared_vg_abs_io_integrity.ABSSharedVGTest~~~ABS_Segmentation_multiple_dsip.test_shared_vg_io_integrity___power_cycle_svms,Sudharshan
cdp.stargate.abs.test_abs_failover_failback_io_integrity.ABSFailoverFailbackTest~~~ABS_Segmentation_multiple_dsip.test_abs_failover_failback_io_integrity___network_ei,Sudharshan
cdp.stargate.abs.test_abs_failover_failback_io_integrity.ABSFailoverFailbackTest~~~ABS_Segmentation_multiple_dsip.test_abs_failover_failback_io_integrity,Sudharshan
cdp.stargate.abs.test_scsi3_pr.SCSI3PRTest~~~ABS_Segmentation.test_scsi3_pr,Sudharshan
cdp.stargate.abs.test_shared_vg_abs_io_integrity.ABSSharedVGTest~~~ABS_Segmentation.test_shared_vg_io_integrity___ei,Sudharshan
cdp.stargate.abs.test_abs_segmentation_ns1_compatibility.TestABSSegmentationNS1Compatibility.test_abs_segmentation_enable_ns1_with_ns2,Sudharshan
cdp.stargate.oplog_replication_index.iscsi_failover_with_mpio.test_multiple_dsip_with_vdbench.MultipleDSIPWithVdbench.test_multiple_dsip_with_vdbench___rolling_reboot,Sudharshan
cdp.stargate.oplog_replication_index.iscsi_failover_with_mpio.test_multiple_dsip_with_vdbench.MultipleDSIPWithVdbench.test_multiple_dsip_with_vdbench,Sudharshan
cdp.stargate.vdisk_store_wal.test_vdisk_wal_fs_racer.VdiskWalFSRacerTest.test_fsracer_on_ctr_mount_point,Sudharshan
cdp.stargate.dit_encryption.test_dit_encryption.DITEncryptionTest.test_corrupted_stargate_certificates,Sudharshan
cdp.stargate.flash_mode.multiple_ops_tests.test_repeated_flash_toggle.RepeatedFlashToggleTests.test_flash_toggle___vm,Sudharshan
cdp.stargate.flash_mode.multiple_ops_tests.test_repeated_flash_toggle.RepeatedFlashToggleTests.test_flash_toggle___vg,Sudharshan
cdp.stargate.flash_mode.multiple_ops_tests.test_flash_storm.FlashStormTests.test_flash_storm___vg,Sudharshan
cdp.stargate.flash_mode.entity_level_tests.test_diskless_entities.DisklessEntityTests.test_vdiskless_behavior___vm,Sudharshan
cdp.stargate.flash_mode.entity_level_tests.test_diskless_entities.DisklessEntityTests.test_vdiskless_behavior___vg,Sudharshan
cdp.stargate.flash_mode.entity_level_tests.test_clone.CloneTests.test_clone___vg,Sudharshan
cdp.stargate.flash_mode.common_tests.test_snapshot.SnapshotTests.test_snapshot_recovery___vm,Sudharshan
cdp.stargate.flash_mode.common_tests.test_snapshot.SnapshotTests.test_snapshot_recovery___vg,Sudharshan
cdp.stargate.flash_mode.common_tests.test_crash.CrashTests.test_rolling_crash___vm,Sudharshan
cdp.stargate.flash_mode.common_tests.test_crash.CrashTests.test_rolling_crash___vg,Sudharshan
cdp.stargate.flash_mode.common_tests.test_crash.CrashTests.test_component_crash___vm,Sudharshan
cdp.stargate.flash_mode.common_tests.test_crash.CrashTests.test_component_crash___vg,Sudharshan
cdp.stargate.flash_mode.common_tests.test_control.ControlTests.test_out_of_order___vm,Sudharshan
cdp.stargate.flash_mode.common_tests.test_control.ControlTests.test_out_of_order___vg,Sudharshan
cdp.stargate.flash_mode.common_tests.test_control.ControlTests.test_mixed___vm,Sudharshan
cdp.stargate.flash_mode.common_tests.test_control.ControlTests.test_mixed___vg,Sudharshan
cdp.stargate.flash_mode.common_tests.test_control.ControlTests.test_advanced_control___vm,Sudharshan
cdp.stargate.flash_mode.common_tests.test_control.ControlTests.test_advanced_control___vg,Sudharshan
cdp.stargate.flash_mode.common_tests.test_control.ControlTests.test_basic_control___vm,Sudharshan
cdp.stargate.flash_mode.common_tests.test_control.ControlTests.test_basic_control___vg,Sudharshan
mantle.test_infra.TestMantle.test_add_node,Sudharshan
mantle.lkm.test_restart.TestLKM.test_mantle_restart,Sudharshan
mantle.lkm.test_restart.TestLKM.test_host_reboot,Sudharshan
mantle.lkm.test_restart.TestLKM.test_cvm_reboot,Sudharshan
mantle.lkm.test_restart.TestLKM.test_cluster_restart,Sudharshan
mantle.lkm.test_plaintext_secrets.TestLKM.test_logs,Sudharshan
mantle.lkm.test_negative.TestLKM.test_access_deleted_secret,Sudharshan
mantle.lkm.test_negative.TestLKM.test_0_length_secret,Sudharshan
mantle.lkm.test_mk_rotate.TestLKM.test_version_change,Sudharshan
mantle.lkm.test_limits.TestLKM.test_10k_length_secret,Sudharshan
mantle.lkm.test_infra.TestLKM.test_add_node,Sudharshan
dr.ahv_sync_rep.vg_sync_rep.castor_smoke.test_volume_group_rest_v3.VolumeGroupRestV3Test.test_vg_update,Sudharshan
dr.ahv_sync_rep.vg_sync_rep.castor_smoke.test_volume_group_rest_v3.VolumeGroupRestV3Test.test_vg_clone,Sudharshan
dr.ahv_sync_rep.vg_sync_rep.castor_smoke.test_volume_group_rest_v3.VolumeGroupRestV3Test.test_disk_update,Sudharshan
dr.ahv_sync_rep.vg_sync_rep.castor_smoke.test_volume_group_rest_v3.VolumeGroupRestV3Test.test_disk_add,Sudharshan
dr.ahv_sync_rep.vg_sync_rep.castor_smoke.test_volume_group_rest_v3.VolumeGroupRestV3Test.test_create_vg,Sudharshan
dr.ahv_sync_rep.vg_sync_rep.castor_smoke.test_volume_group_rest_v3.VolumeGroupRestV3Test.test_clone_from_disk,Sudharshan
dr.ahv_sync_rep.vg_sync_rep.castor_smoke.test_volume_group_rest_v3.VolumeGroupRestV3Test.test_attach_external,Sudharshan
dr.ahv_sync_rep.vg_sync_rep.castor_smoke.test_volume_group_rest_v3.VolumeGroupRestV3Test.test_advanced_control,Sudharshan
dr.ahv_sync_rep.vg_sync_rep.castor_smoke.test_volume_group_acli.VolumeGroupAcliTest.test_update_vg,Sudharshan
dr.ahv_sync_rep.vg_sync_rep.castor_smoke.test_volume_group_acli.VolumeGroupAcliTest.test_direct_attach_vg_to_vm,Sudharshan
dr.ahv_sync_rep.vg_sync_rep.castor_smoke.test_volume_group_acli.VolumeGroupAcliTest.test_create_vg,Sudharshan
dr.ahv_sync_rep.vg_sync_rep.castor_smoke.test_volume_group_acli.VolumeGroupAcliTest.test_attach_external,Sudharshan
cdp.stargate.dit_encryption.test_dit_encryption.DITEncryptionTest.test_with_openssl_s_client_and_https_queries,Sudharshan
cdp.stargate.mixed_io_integrity.test_mixed.TestMixed~~~RF1_Support.test_mixed___ei_force_egroup_migrations,Sudharshan
