name,Regression_Owner
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_external_attachment___request_id_test_delete_with_request_id,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_external_attachment___request_id_test_delete_with_incorrect_format,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_external_attachment___request_id_test_create_with_special_chars,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_external_attachment___request_id_test_create_with_request_id,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_external_attachment___request_id_test_create_with_incorrect_format,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_disk_crud___stress_multi_vg,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_disk_crud___stress,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_disk_crud___scaleout_pc_stress_multi_vg,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_disk_crud___scaleout_pc_stress,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_disk_crud___request_id_test_update_with_special_chars,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_disk_crud___request_id_test_update_with_incorrect_format,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_disk_crud___request_id_test_delete_with_special_chars,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_disk_crud___request_id_test_delete_with_request_id,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_disk_crud___request_id_test_delete_with_incorrect_format,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_disk_crud___request_id_test_update_with_request_id,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_disk_crud___request_id_test_create_with_special_chars,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_disk_crud___request_id_test_create_with_request_id,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_disk_crud___request_id_test_create_with_incorrect_format,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_crud___stress,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_crud___scaleout_pc_stress,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_crud___request_id_test_update_with_special_chars,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_crud___request_id_test_update_with_request_id,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_crud___request_id_test_update_with_incorrect_format,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_crud___request_id_test_delete_with_special_chars,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_crud___request_id_test_delete_with_request_id,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_crud___request_id_test_delete_with_incorrect_format,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_crud___request_id_test_create_with_special_chars,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_crud___request_id_test_create_with_request_id,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_crud___request_id_test_create_with_incorrect_format,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_external_attachment___etag_test_without_etag,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_external_attachment___etag_test_with_star,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_external_attachment___etag_test_with_stale_etag,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_external_attachment___etag_test_with_special_chars_etag,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_disk_crud___etag_test_with_incorrect_format_etag,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_disk_crud___etag_test_with_etag,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_crud___etag_test_without_etag,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_crud___etag_test_with_star,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_crud___etag_test_with_stale_etag,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_crud___etag_test_with_special_chars_etag,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_crud___etag_test_with_same_payload,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_crud___etag_test_with_incorrect_non_matching_etag,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_crud___etag_test_with_incorrect_format_etag,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_crud___etag_test_with_etag,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_external_attachment___etag_test_with_same_payload,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_external_attachment___etag_test_with_incorrect_non_matching_etag,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_external_attachment___etag_test_with_incorrect_format_etag,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_external_attachment___etag_test_with_etag,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_disk_crud___etag_test_without_etag,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_disk_crud___etag_test_with_star,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_disk_crud___etag_test_with_stale_etag,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_disk_crud___etag_test_with_special_chars_etag,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_disk_crud___etag_test_with_same_payload,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_disk_crud___etag_test_with_incorrect_non_matching_etag,Suryaprabha
dr.ahv_sync_rep.vg_sync_rep.castor.test_castor_upgrade.CastorUpgradeTest.test_upgrade_to_castor,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_categories_pagination___page,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_categories_pagination___negative,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_categories_pagination___limit_page,Suryaprabha
dr.ahv_sync_rep.vg_sync_rep.castor.test_castor_scanner.CastorScannerTest.test_castor_scanner_deleted_vg,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_categories_pagination___limit,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_categories_pagination___incorrect_page,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_categories_pagination___incorrect_limit,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_categories_pagination,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_categories___verify_in_category_api,Suryaprabha
cdp.stargate.volume_group.rbac.test_vg_v4_api.TestVGV4Api.test_invalid_user_access,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_pagination___page,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_pagination___negative,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_pagination___limit_page,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_pagination___limit,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_pagination___incorrect_page,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_pagination___incorrect_limit_page,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_pagination___incorrect_limit,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_external_attachment___shared,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_external_attachment___iqn,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_external_attachment___ipv4,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_external_attachment___extId,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_external_attachment___authentications_iqn,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_external_attachment___authentications_ipv4,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_disk_pagination___page,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_disk_pagination___negative,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_disk_pagination___limit_page,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_disk_pagination___limit,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_disk_pagination___incorrect_limit_page,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_disk_pagination___incorrect_limit,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_external_attachment___request_id_test_with_same_request_id_same_payload,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_disk_crud___request_id_test_with_same_request_id_different_payload,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_crud___request_id_test_with_same_request_id_different_payload,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_disk_crud___request_id_test_with_same_request_id_same_payload,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_crud___request_id_test_with_same_request_id_same_payload,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_vg_external_attachment___request_id_test_with_same_request_id_different_payload,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_disk_pagination___incorrect_page,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_disk_crud___all_fields,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_crud___sharing_status,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_crud___load_balancing,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_crud___iscsiTargetName,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_crud___duplicate_name,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_crud___authentications,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_crud___all_fields,Suryaprabha
manageability.ui.pc.qos.test_qos.QOSTest.test_set_throughput_for_single_vm,Suryaprabha
manageability.ui.pc.qos.test_qos.QOSTest.test_set_qos_batch_action_with_partial_override,Suryaprabha
manageability.ui.pc.qos.test_qos.QOSTest.test_set_iops_for_single_vm,Suryaprabha
manageability.ui.pc.qos.test_qos.QOSTest.test_set_invalid_iops_for_single_vm,Suryaprabha
manageability.ui.pc.qos.test_qos.QOSTest.test_remove_qos_attribute_for_single_vm,Suryaprabha
manageability.ui.pc.qos.test_qos.QOSTest.test_remove_qos_attribute_batch_action_with_full_override,Suryaprabha
manageability.ui.pc.qos.test_qos.QOSTest.test_override_dialog_when_qos_is_set_on_multiple_vms,Suryaprabha
manageability.ui.pc.qos.test_qos.QOSTest.test_iops_tp_relationship_table_show_details,Suryaprabha
manageability.ui.pc.rack_awareness.test_rack_awareness_with_more_than_one_pe_registered.RackAwarenessPCWithTwoPETest.test_verify_selecting_more_than_one_cluster_disable_rack_config,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_vm_pagination___page,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_vm_pagination___negative,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_vm_pagination___limit_page,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_vm_pagination___limit,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_vm_pagination___incorrect_page,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_vm_pagination___incorrect_limit,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_vm_attachments___index,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_iscsi_clients_pagination___page,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_iscsi_clients_pagination___negative,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_iscsi_clients_pagination___limit_page,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_iscsi_clients_pagination___limit,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_iscsi_clients_pagination___incorrect_page,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_iscsi_clients_pagination___incorrect_limit_page,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_iscsi_clients_pagination___incorrect_limit,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_iscsi_clients_pagination___external_attachments_page,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_iscsi_clients_pagination___external_attachments_negative,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_iscsi_clients_pagination___external_attachments_limit_page,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_iscsi_clients_pagination___external_attachments_limit,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_iscsi_clients_pagination___external_attachments_incorrect_page,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_iscsi_clients_pagination___external_attachments_incorrect_limit_page,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_iscsi_clients_pagination___external_attachments_incorrect_limit,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_iscsi_clients_pagination___external_attachments,Suryaprabha
manageability.ui.pc.smart_rebuild.test_smart_rebuild_action.TestSmartRebuild.test_smart_rebuild_on_cluster,Suryaprabha
cdp.stargate.volume_group.volume_groups_stats.test_volume_stats.TestVolumeStats.test_volume_group_stats___validate_vg_stat,Suryaprabha
cdp.stargate.volume_group.volume_groups_stats.test_volume_stats.TestVolumeStats.test_volume_group_stats___validate_vg_disk_stat,Suryaprabha
cdp.stargate.volume_group.odata.test_vg_disk_list_with_odata_support.TestVGDiskListWithOdataSupport.test_vg_disk_list_with_odata_support_rbac_user,Suryaprabha
cdp.stargate.volume_group.odata.test_vg_vm_attachment_list_with_odata_support.TestVGVMAttachmentListWithOdataSupport.test_vg_vm_attachment_list_with_odata_support_rbac_user,Suryaprabha
cdp.stargate.volume_group.odata.test_vg_vm_attachment_list_with_odata_support.TestVGVMAttachmentListWithOdataSupport.test_vg_vm_attachment_list_with_odata_support,Suryaprabha
cdp.stargate.volume_group.odata.test_vg_list_with_odata_support.TestVGListWithOdataSupport.test_vg_list_with_odata_support_rbac_user,Suryaprabha
cdp.stargate.volume_group.odata.test_vg_list_with_odata_support.TestVGListWithOdataSupport.test_vg_list_with_odata_support,Suryaprabha
cdp.stargate.volume_group.odata.test_iscsi_list_with_odata_support.TestListWithOdataSupport.test_vg_external_attachment_list_with_odata_support_rbac_user,Suryaprabha
cdp.stargate.volume_group.odata.test_iscsi_list_with_odata_support.TestListWithOdataSupport.test_vg_external_attachment_list_with_odata_support,Suryaprabha
cdp.stargate.volume_group.odata.test_vg_disk_list_with_odata_support.TestVGDiskListWithOdataSupport.test_vg_disk_list_with_odata_support,Suryaprabha
manageability.ui.pc.storage_widget.test_storage_provisioning.StorageOverProvisioning.test_cluster_sort___DashboardDesc,Suryaprabha
manageability.ui.pc.storage_widget.test_storage_provisioning.StorageOverProvisioning.test_cluster_sort___Dashboard,Suryaprabha
manageability.ui.pc.storage_widget.test_storage_provisioning.StorageOverProvisioning.test_cluster_sort,Suryaprabha
manageability.ui.pc.storage_widget.test_storage_provisioning.StorageOverProvisioning.test_all_error_msg_and_colour,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_vm_pagination,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_vm_attachments,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_iscsi_clients_pagination,Suryaprabha
manageability.api.enhanced_pc_rbac.virtual_disks.test_rbac_virtual_disks.TestRbacVirtualdisks.test_rbac_virtual_disks,Suryaprabha
manageability.api.enhanced_pc_rbac.storage_pools.test_rbac_storage_pools.TestRbacStoragepools.test_rbac_storage_pools___lpe_delete,Suryaprabha
manageability.api.enhanced_pc_rbac.storage_pools.test_rbac_storage_pools.TestRbacStoragepools.test_rbac_storage_pools___lpe_post,Suryaprabha
manageability.api.enhanced_pc_rbac.storage_containers.test_rbac_storage_containers.TestRbacStorageContainers.test_rbac_storage_containers,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_categories___associate_category_to_all_volume,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_categories,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_pagination,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_disk_crud___stress,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_disk_crud___max_disk_limit,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_disk_crud,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_disk_create_clone,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_crud___stress,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_crud,Suryaprabha
manageability.ui.pc.qos.test_qos.QOSTest.test_toggel_btw_iops_and_throughtput_single_vm,Suryaprabha
manageability.ui.pc.qos.test_qos.QOSTest.test_set_throughput_for_single_vm___min_limit,Suryaprabha
manageability.ui.pc.qos.test_qos.QOSTest.test_set_throughput_for_single_vm___max_limit,Suryaprabha
manageability.ui.pc.qos.test_qos.QOSTest.test_set_throughput_batch_action_with_full_override,Suryaprabha
manageability.ui.pc.qos.test_qos.QOSTest.test_set_qos_attribute_empty,Suryaprabha
manageability.ui.pc.qos.test_qos.QOSTest.test_set_iops_for_single_vm___min_limit,Suryaprabha
manageability.ui.pc.qos.test_qos.QOSTest.test_set_iops_for_single_vm___max_limit,Suryaprabha
manageability.ui.pc.qos.test_qos.QOSTest.test_set_iops_batch_action_with_full_override,Suryaprabha
manageability.ui.pc.qos.test_qos.QOSTest.test_remove_qos_attribute_batch_action_with_partial_override,Suryaprabha
manageability.ui.pc.smart_rebuild.test_smart_rebuild_action.TestSmartRebuild.test_smart_rebuild_on_cluster___PESetting,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_stats_rbac.TestVolumeGroupStatsRBAC~~~Storage_Admin.test_volume_group_stats_rbac,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_rbac.TestVolumeGroupRBAC.test_volume_group_update,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_rbac.TestVolumeGroupRBAC.test_volume_group_list,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_rbac.TestVolumeGroupRBAC.test_volume_group_get,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_rbac.TestVolumeGroupRBAC.test_volume_group_delete,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_rbac.TestVolumeGroupRBAC.test_volume_group_create,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_attachment_rbac.TestVolumeGroupAttachmentRBAC.test_volume_group_external_attachment_update,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_category_rbac.TestVolumeGroupCategoryRBAC.test_volume_group_get_vg_category_association,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_category_rbac.TestVolumeGroupCategoryRBAC.test_volume_group_category_disassociate,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_category_rbac.TestVolumeGroupCategoryRBAC.test_volume_group_category_associate,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_disk_rbac.TestVolumeGroupDiskRBAC.test_volume_group_disk_update,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_disk_rbac.TestVolumeGroupDiskRBAC.test_volume_group_disk_list,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_disk_rbac.TestVolumeGroupDiskRBAC.test_volume_group_disk_get,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_disk_rbac.TestVolumeGroupDiskRBAC.test_volume_group_disk_delete,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_disk_rbac.TestVolumeGroupDiskRBAC.test_volume_group_disk_create,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_rack_configuration_absence_on_hyperv,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_removing_a_node_from_hardware_page_displays_warning_message,Suryaprabha
manageability.ui.pc.storage_policy.test_storage_policy.StoragePolicy.test_dsp,Suryaprabha
manageability.ui.pc.recycle_bin_widget.test_recycle_bin_widget.RecycleBinWidget.test_recycle_bin_on_dashboard_page___disable_retention,Suryaprabha
manageability.ui.pc.recycle_bin_widget.test_recycle_bin_widget.RecycleBinWidget.test_recycle_bin_on_dashboard_page,Suryaprabha
manageability.ui.pc.storage_policy.test_storage_policy.StoragePolicy.test_sp_config_on_vm_list_and_instance_page,Suryaprabha
manageability.ui.pc.storage_policy.test_storage_policy.StoragePolicy.test_sorting_filtering_on_list_view,Suryaprabha
manageability.ui.pc.storage_policy.test_storage_policy.StoragePolicy.test_storage_object_view_cud,Suryaprabha
manageability.ui.pc.storage_policy.test_storage_policy.StoragePolicy.test_create_error_messages,Suryaprabha
manageability.ui.pc.storage_policy.test_storage_policy.StoragePolicy.test_create_modal_popup_element,Suryaprabha
manageability.ui.pc.storage_policy.test_storage_policy.StoragePolicy.test_crud_on_storage_policy,Suryaprabha
manageability.ui.pc.storage_widget.test_storage_summary.StorageSummary.test_instance_page___Warn,Suryaprabha
manageability.ui.pc.storage_widget.test_storage_summary.StorageSummary.test_instance_page___Default,Suryaprabha
manageability.ui.pc.tier_wise_storage_widget.test_tier_wise_widget.TierWiseWidget.test_tier_wise_storage_widget_on_instance_page,Suryaprabha
manageability.ui.pc.storage_widget.storage_summary_dashboard.test_storage_summary_dashboard.StorageSummaryDashboard.test_storage_summary_dashboard___WarnRebuildON,Suryaprabha
manageability.ui.pc.storage_widget.storage_summary_dashboard.test_storage_summary_dashboard.StorageSummaryDashboard.test_storage_summary_dashboard___Warn,Suryaprabha
manageability.ui.pc.storage_widget.storage_summary_dashboard.test_storage_summary_dashboard.StorageSummaryDashboard.test_storage_summary_dashboard,Suryaprabha
manageability.ui.pc.storage_widget.storage_summary_dashboard.test_storage_summary_dashboard.StorageSummaryDashboard.test_storage_summary_dashboard___DefaultRebuildON,Suryaprabha
manageability.ui.pc.storage_widget.storage_summary_dashboard.test_storage_summary_dashboard.StorageSummaryDashboard.test_storage_summary_dashboard___Default,Suryaprabha
manageability.ui.pc.storage_widget.storage_summary_dashboard.test_storage_summary_dashboard.StorageSummaryDashboard.test_storage_summary_dashboard___NearCriticalRebuildON,Suryaprabha
infrastructure.network_segmentation.test_ha.HighAvailability~~~data_in_transit.test_hypervisor_ha,Suryaprabha
infrastructure.network_segmentation.test_backplane_persistence.BackplanePersistence~~~data_in_transit.test_cluster_stop_start,Suryaprabha
manageability.ui.pc.storage_policy.test_storage_policy.StoragePolicy~~~compliance.test_policy_instance_page,Suryaprabha
infrastructure.network_segmentation.test_backplane_persistence.BackplanePersistence~~~data_in_transit.test_force_reboot_all_nodes,Suryaprabha
infrastructure.network_segmentation.test_cluster_ops.NetworkSegmentationWorkFlows~~~data_in_transit.test_backplane_ping_logs,Suryaprabha
infrastructure.network_segmentation.test_cluster_ops.NetworkSegmentationWorkFlows~~~data_in_transit.test_eth2_down,Suryaprabha
infrastructure.network_segmentation.test_cluster_ops.NetworkSegmentationWorkFlows~~~data_in_transit.test_create,Suryaprabha
manageability.ui.pc.storage_policy.test_storage_policy.StoragePolicy~~~compliance.test_compliance_page,Suryaprabha
infrastructure.network_segmentation.test_cluster_ops.NetworkSegmentationWorkFlows~~~data_in_transit.test_enable,Suryaprabha
cdp.stargate.domain_awareness.test_replica_placement.ReplicaPlacementTest.test_replica_placement___block_aware,Suryaprabha
cdp.stargate.domain_awareness.test_da.DATest.test_da_switch_fault_domain,Suryaprabha
cdp.stargate.domain_awareness.test_da.DATest.test_da_enable_da_with_existing_data___block_aware,Suryaprabha
cdp.stargate.domain_awareness.test_da.DATest.test_da_enable_da_multiple_transformations___rack_aware,Suryaprabha
cdp.stargate.domain_awareness.test_da.DATest.test_da_enable_da_multiple_transformations___block_aware,Suryaprabha
cdp.stargate.domain_awareness.ring_fixer_tests.test_ring_fixer.RingFixerTests.test_da_ring_fixer___rack_aware,Suryaprabha
cdp.stargate.domain_awareness.ring_fixer_tests.test_ring_fixer.RingFixerTests.test_da_ring_fixer___block_aware,Suryaprabha
